Unnamed: 0,Campaign,Channel,Date,Start time,Duration,Spot type,Promotion,Pos. Block 1,Spots Block 1,Title,TVR,Date_dt,Start_dt,End_dt,hour_of_day,quarter_id,advertiser_id,break_id,position_in_break,channel,base_rate,prime_premium,pos1,pos2,pos3,pos_last,adv_premium,position_premium,total_premium,revenue_ils,is_target_channel,include_as_media,competitor_flag
1233,2024-02 - טבע — טבע אקמול,קשת 12,02/11/2024,10:21:25,16,פרסומת,ספוט,6,9,[אופירה ולוינסון ש.ח],2.9,02/11/2024,02/11/2024 10:21,02/11/2024 10:21,10,1730542500,2024,2812,8,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,2900,TRUE,TRUE,FALSE
1234,2024-10 - פרי טיוי — מוקדנית 2,קשת 12,02/11/2024,10:21:41,55,פרסומת,ספוט,7,9,[אופירה ולוינסון ש.ח],2.9,02/11/2024,02/11/2024 10:21,02/11/2024 10:22,10,1730542500,2024,2812,9,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,9968.75,TRUE,TRUE,FALSE
1235,מאקו V1 (יוני 2024),קשת 12,02/11/2024,10:22:36,30,פרסומת,ספוט,8,9,[אופירה ולוינסון ש.ח],2.9,02/11/2024,02/11/2024 10:22,02/11/2024 10:23,10,1730542500,מאקו,2812,10,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,5437.5,TRUE,TRUE,FALSE
1236,2024-06 - פרוקטר & גמבל - אורל בי,קשת 12,02/11/2024,10:23:06,30,פרסומת,ספוט,99,9,[אופירה ולוינסון ש.ח],2.7,02/11/2024,02/11/2024 10:23,02/11/2024 10:23,10,1730542500,2024,2812,11,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,5062.5,TRUE,TRUE,FALSE
1237,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,10:23:45,6,חסות,ספוט,0,0,[אופירה ולוינסון ש.ח],2.7,02/11/2024,02/11/2024 10:23,02/11/2024 10:23,10,1730542500,2024,2812,12,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,1012.5,TRUE,TRUE,FALSE
1238,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,10:23:51,6,חסות,ספוט,0,0,[אופירה ולוינסון ש.ח],2.7,02/11/2024,02/11/2024 10:23,02/11/2024 10:23,10,1730542500,Reckitt,2812,13,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,1012.5,TRUE,TRUE,FALSE
1239,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,10:24:22,6,חסות,ספוט,0,0,[אופירה ולוינסון ש.ח],2.6,02/11/2024,02/11/2024 10:24,02/11/2024 10:24,10,1730542500,2024,2813,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,936,TRUE,TRUE,FALSE
1240,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,10:24:28,6,חסות,ספוט,0,0,[אופירה ולוינסון ש.ח],2.6,02/11/2024,02/11/2024 10:24,02/11/2024 10:24,10,1730542500,Reckitt,2813,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,858,TRUE,TRUE,FALSE
1241,12+ קמפיין אפליקציה,קשת 12,02/11/2024,10:24:34,7,פרומו,פרומו,0,0,[אופירה ולוינסון ש.ח],2.6,02/11/2024,02/11/2024 10:24,02/11/2024 10:24,10,1730542500,12+,2813,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,955.5,TRUE,TRUE,FALSE
1242,פ-N12 פול פריים,קשת 12,02/11/2024,10:24:41,19,פרומו,פרומו,0,0,[אופירה ולוינסון ש.ח],2.6,02/11/2024,02/11/2024 10:24,02/11/2024 10:25,10,1730542500,פ,2813,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,3087.5,TRUE,TRUE,FALSE
1243,פ-חדשות סוף השבוע,קשת 12,02/11/2024,10:25:00,32,פרומו,פרומו,0,0,[אופירה ולוינסון ש.ח],2.6,02/11/2024,02/11/2024 10:25,02/11/2024 10:25,10,1730542500,פ,2813,5,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,5200,TRUE,TRUE,FALSE
1244,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,10:34:13,41,פרומו,פרומו,0,0,[אופירה ולוינסון ש.ח] * [גלית ואילנית - עונה 2 ש.ח],2.7,02/11/2024,02/11/2024 10:34,02/11/2024 10:34,10,1730543400,פ,2814,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,6642,TRUE,TRUE,FALSE
1245,2024-08 - לוריאל - רויטליפט — רויטליפט לייזר פילר,קשת 12,02/11/2024,10:34:59,22,פרסומת,ספוט,1,11,[אופירה ולוינסון ש.ח] * [גלית ואילנית - עונה 2 ש.ח],2.7,02/11/2024,02/11/2024 10:34,02/11/2024 10:35,10,1730543400,2024,2814,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,3267,TRUE,TRUE,FALSE
1246,2024-03 - פלייכארד - פליי קארד,קשת 12,02/11/2024,10:35:21,30,פרסומת,ספוט,2,11,[אופירה ולוינסון ש.ח] * [גלית ואילנית - עונה 2 ש.ח],2.9,02/11/2024,02/11/2024 10:35,02/11/2024 10:35,10,1730543400,2024,2814,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,4567.5,TRUE,TRUE,FALSE
1247,2024-09 - יד 2,קשת 12,02/11/2024,10:35:51,20,פרסומת,ספוט,3,11,[אופירה ולוינסון ש.ח] * [גלית ואילנית - עונה 2 ש.ח],2.9,02/11/2024,02/11/2024 10:35,02/11/2024 10:36,10,1730543400,2024,2814,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,3625,TRUE,TRUE,FALSE
1248,2024-02 - פרוקטר & גמבל - פיירי,קשת 12,02/11/2024,10:36:11,31,פרסומת,ספוט,4,11,[אופירה ולוינסון ש.ח] * [גלית ואילנית - עונה 2 ש.ח],2.7,02/11/2024,02/11/2024 10:36,02/11/2024 10:36,10,1730543400,2024,2814,5,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,5231.25,TRUE,TRUE,FALSE
1249,2024-05 - פרוקטר & גמבל - פנטן,קשת 12,02/11/2024,10:36:42,20,פרסומת,ספוט,5,11,[אופירה ולוינסון ש.ח] * [גלית ואילנית - עונה 2 ש.ח],2.7,02/11/2024,02/11/2024 10:36,02/11/2024 10:37,10,1730543400,2024,2814,6,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,3375,TRUE,TRUE,FALSE
1250,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,10:37:02,26,פרסומת,ספוט,6,11,[אופירה ולוינסון ש.ח] * [גלית ואילנית - עונה 2 ש.ח],2.5,02/11/2024,02/11/2024 10:37,02/11/2024 10:37,10,1730543400,מאקו,2814,7,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,4062.5,TRUE,TRUE,FALSE
1251,פרוקטר אולוויז דיסקריט מחליפה (דצמבר 2021),קשת 12,02/11/2024,10:37:28,19,פרסומת,ספוט,7,11,[אופירה ולוינסון ש.ח] * [גלית ואילנית - עונה 2 ש.ח],2.5,02/11/2024,02/11/2024 10:37,02/11/2024 10:37,10,1730543400,פרוקטר,2814,8,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,2968.75,TRUE,TRUE,FALSE
1252,2024-06 - פרוקטר & גמבל - אריאל ולנור,קשת 12,02/11/2024,10:37:47,32,פרסומת,ספוט,8,11,[אופירה ולוינסון ש.ח] * [גלית ואילנית - עונה 2 ש.ח],2.5,02/11/2024,02/11/2024 10:37,02/11/2024 10:38,10,1730543400,2024,2814,9,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,5000,TRUE,TRUE,FALSE
1253,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,10:38:19,12,פרסומת,ספוט,9,11,[אופירה ולוינסון ש.ח] * [גלית ואילנית - עונה 2 ש.ח],1.9,02/11/2024,02/11/2024 10:38,02/11/2024 10:38,10,1730543400,מאקו,2814,10,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,1425,TRUE,TRUE,FALSE
1254,2024-02 - טבע — טבע אקמול,קשת 12,02/11/2024,10:38:31,16,פרסומת,ספוט,10,11,[אופירה ולוינסון ש.ח] * [גלית ואילנית - עונה 2 ש.ח],1.9,02/11/2024,02/11/2024 10:38,02/11/2024 10:38,10,1730543400,2024,2814,11,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,1900,TRUE,TRUE,FALSE
1255,2024-10 - מפעל הפיס — קמפיין חכם,קשת 12,02/11/2024,10:38:47,52,פרסומת,ספוט,99,11,[אופירה ולוינסון ש.ח] * [גלית ואילנית - עונה 2 ש.ח],1.9,02/11/2024,02/11/2024 10:38,02/11/2024 10:39,10,1730543400,2024,2814,12,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,6175,TRUE,TRUE,FALSE
1256,חסות-בית חולים שיבא יולדות חדר חכם (מאי 2024),קשת 12,02/11/2024,10:39:48,6,חסות,ספוט,0,0,[אופירה ולוינסון ש.ח] * [גלית ואילנית - עונה 2 ש.ח],1.7,02/11/2024,02/11/2024 10:39,02/11/2024 10:39,10,1730543400,חסות,2814,13,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,637.5,TRUE,TRUE,FALSE
1257,חסות-בית חולים שיבא יולדות חדר חכם (מאי 2024),קשת 12,02/11/2024,10:39:54,6,חסות,ספוט,0,0,[אופירה ולוינסון ש.ח] * [גלית ואילנית - עונה 2 ש.ח],1.7,02/11/2024,02/11/2024 10:39,02/11/2024 10:40,10,1730543400,חסות,2814,14,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,637.5,TRUE,TRUE,FALSE
1258,חסות-בית חולים שיבא יולדות חדר חכם (מאי 2024),קשת 12,02/11/2024,10:40:59,6,חסות,ספוט,0,0,[אופירה ולוינסון ש.ח] * [גלית ואילנית - עונה 2 ש.ח],1.8,02/11/2024,02/11/2024 10:40,02/11/2024 10:41,10,1730543400,חסות,2815,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,648,TRUE,TRUE,FALSE
1259,חסות-בית חולים שיבא יולדות חדר חכם (מאי 2024),קשת 12,02/11/2024,10:41:05,6,חסות,ספוט,0,0,[אופירה ולוינסון ש.ח] * [גלית ואילנית - עונה 2 ש.ח],1.7,02/11/2024,02/11/2024 10:41,02/11/2024 10:41,10,1730543400,חסות,2815,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,561,TRUE,TRUE,FALSE
1260,פ-חדשות סוף השבוע,קשת 12,02/11/2024,10:41:11,32,פרומו,פרומו,0,0,[אופירה ולוינסון ש.ח] * [גלית ואילנית - עונה 2 ש.ח],1.7,02/11/2024,02/11/2024 10:41,02/11/2024 10:41,10,1730543400,פ,2815,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,2856,TRUE,TRUE,FALSE
1261,פ-ארץ נהדרת עונה 22,קשת 12,02/11/2024,11:15:54,49,פרומו,פרומו,0,0,[גלית ואילנית - עונה 2 ש.ח],3.8,02/11/2024,02/11/2024 11:15,02/11/2024 11:16,11,1730546100,פ,2816,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,11172,TRUE,TRUE,FALSE
1262,דיור ביי דיזיין (יולי 2021),קשת 12,02/11/2024,11:16:47,6,חסות,ספוט,0,0,[גלית ואילנית - עונה 2 ש.ח],3.8,02/11/2024,02/11/2024 11:16,02/11/2024 11:16,11,1730546100,דיור,2816,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,1254,TRUE,TRUE,FALSE
1263,חסות-בית חולים שיבא יולדות חדר חכם (מאי 2024),קשת 12,02/11/2024,11:16:57,6,חסות,ספוט,0,0,[גלית ואילנית - עונה 2 ש.ח],3.8,02/11/2024,02/11/2024 11:16,02/11/2024 11:17,11,1730546100,חסות,2816,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,1197,TRUE,TRUE,FALSE
1264,חסות-בית חולים שיבא יולדות חדר חכם (מאי 2024),קשת 12,02/11/2024,11:17:03,6,חסות,ספוט,0,0,[גלית ואילנית - עונה 2 ש.ח],3.3,02/11/2024,02/11/2024 11:17,02/11/2024 11:17,11,1730546100,חסות,2816,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,1237.5,TRUE,TRUE,FALSE
1265,חסות-בית חולים שיבא יולדות חדר חכם (מאי 2024),קשת 12,02/11/2024,11:18:08,6,חסות,ספוט,0,0,[גלית ואילנית - עונה 2 ש.ח],3.6,02/11/2024,02/11/2024 11:18,02/11/2024 11:18,11,1730546100,חסות,2817,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,1296,TRUE,TRUE,FALSE
1266,חסות-בית חולים שיבא יולדות חדר חכם (מאי 2024),קשת 12,02/11/2024,11:18:14,6,חסות,ספוט,0,0,[גלית ואילנית - עונה 2 ש.ח],3.6,02/11/2024,02/11/2024 11:18,02/11/2024 11:18,11,1730546100,חסות,2817,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,1188,TRUE,TRUE,FALSE
1267,"2024-10 - קופ""ח מכבי - מכבי שירותי בריאות — קמפיין השקה מכבי",קשת 12,02/11/2024,11:18:28,82,פרסומת,ספוט,1,8,[גלית ואילנית - עונה 2 ש.ח],3.6,02/11/2024,02/11/2024 11:18,02/11/2024 11:19,11,1730546100,2024,2817,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,15498,TRUE,TRUE,FALSE
1268,2024-08 - לוריאל - רויטליפט — רויטליפט לייזר פילר,קשת 12,02/11/2024,11:19:50,14,פרסומת,ספוט,2,8,[גלית ואילנית - עונה 2 ש.ח],3.6,02/11/2024,02/11/2024 11:19,02/11/2024 11:20,11,1730546100,2024,2817,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,3150,TRUE,TRUE,FALSE
1269,2024-10 - כאל — כאל - קמפיין הלוואות נובמבר 24,קשת 12,02/11/2024,11:20:04,18,פרסומת,ספוט,3,8,[גלית ואילנית - עונה 2 ש.ח],3.8,02/11/2024,02/11/2024 11:20,02/11/2024 11:20,11,1730546100,2024,2817,5,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,4275,TRUE,TRUE,FALSE
1270,2024-07 - שסטוביץ' - ריו מרה — ריו מרה אינסלטיסמה,קשת 12,02/11/2024,11:20:22,15,פרסומת,ספוט,4,8,[גלית ואילנית - עונה 2 ש.ח],3.8,02/11/2024,02/11/2024 11:20,02/11/2024 11:20,11,1730546100,2024,2817,6,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,3562.5,TRUE,TRUE,FALSE
1271,2023-01 - פרוקטר & גמבל - אולוויז,קשת 12,02/11/2024,11:20:37,20,פרסומת,ספוט,5,8,[גלית ואילנית - עונה 2 ש.ח],3.8,02/11/2024,02/11/2024 11:20,02/11/2024 11:20,11,1730546100,2023,2817,7,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,4750,TRUE,TRUE,FALSE
1272,2024-06 - פרוקטר & גמבל - אורל בי,קשת 12,02/11/2024,11:20:57,30,פרסומת,ספוט,6,8,[גלית ואילנית - עונה 2 ש.ח],3.8,02/11/2024,02/11/2024 11:20,02/11/2024 11:21,11,1730546100,2024,2817,8,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,7125,TRUE,TRUE,FALSE
1273,2024-10 -  מנו ספנות,קשת 12,02/11/2024,11:21:27,18,פרסומת,ספוט,7,8,[גלית ואילנית - עונה 2 ש.ח],3.5,02/11/2024,02/11/2024 11:21,02/11/2024 11:21,11,1730546100,2024,2817,9,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,3937.5,TRUE,TRUE,FALSE
1274,2024-10 - גוגל — - שופינג איי אל,קשת 12,02/11/2024,11:21:45,15,פרסומת,ספוט,99,8,[גלית ואילנית - עונה 2 ש.ח],3.5,02/11/2024,02/11/2024 11:21,02/11/2024 11:22,11,1730546100,2024,2817,10,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,3281.25,TRUE,TRUE,FALSE
1275,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,11:22:09,6,חסות,ספוט,0,0,[גלית ואילנית - עונה 2 ש.ח],3.6,02/11/2024,02/11/2024 11:22,02/11/2024 11:22,11,1730546100,2024,2817,11,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,1350,TRUE,TRUE,FALSE
1276,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,11:22:15,6,חסות,ספוט,0,0,[גלית ואילנית - עונה 2 ש.ח],3.6,02/11/2024,02/11/2024 11:22,02/11/2024 11:22,11,1730546100,Reckitt,2817,12,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,1350,TRUE,TRUE,FALSE
1277,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,11:22:46,6,חסות,ספוט,0,0,[גלית ואילנית - עונה 2 ש.ח],3.6,02/11/2024,02/11/2024 11:22,02/11/2024 11:22,11,1730546100,2024,2818,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,1296,TRUE,TRUE,FALSE
1278,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,11:22:52,6,חסות,ספוט,0,0,[גלית ואילנית - עונה 2 ש.ח],3.6,02/11/2024,02/11/2024 11:22,02/11/2024 11:22,11,1730546100,Reckitt,2818,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,1188,TRUE,TRUE,FALSE
1279,12+ קמפיין אפליקציה,קשת 12,02/11/2024,11:22:58,7,פרומו,פרומו,0,0,[גלית ואילנית - עונה 2 ש.ח],3.6,02/11/2024,02/11/2024 11:22,02/11/2024 11:23,11,1730546100,12+,2818,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,1323,TRUE,TRUE,FALSE
1280,פ-N12 פול פריים,קשת 12,02/11/2024,11:23:05,19,פרומו,פרומו,0,0,[גלית ואילנית - עונה 2 ש.ח],3.6,02/11/2024,02/11/2024 11:23,02/11/2024 11:23,11,1730546100,פ,2818,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,4275,TRUE,TRUE,FALSE
1281,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,11:37:52,37,פרומו,פרומו,0,0,[גלית ואילנית - עונה 2 ש.ח],3.9,02/11/2024,02/11/2024 11:37,02/11/2024 11:38,11,1730547000,פ,2819,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,8658,TRUE,TRUE,FALSE
1282,2024-10 -  מיקסקארד,קשת 12,02/11/2024,11:38:34,14,פרסומת,ספוט,1,6,[גלית ואילנית - עונה 2 ש.ח],4.1,02/11/2024,02/11/2024 11:38,02/11/2024 11:38,11,1730547000,2024,2819,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,3157,TRUE,TRUE,FALSE
1283,2024-10 - פרי טיוי — מוקדנית 2,קשת 12,02/11/2024,11:38:48,55,פרסומת,ספוט,2,6,[גלית ואילנית - עונה 2 ש.ח],4.1,02/11/2024,02/11/2024 11:38,02/11/2024 11:39,11,1730547000,2024,2819,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,11838.75,TRUE,TRUE,FALSE
1284,2024-10 - מפעל הפיס — קמפיין חכם,קשת 12,02/11/2024,11:39:43,52,פרסומת,ספוט,3,6,[גלית ואילנית - עונה 2 ש.ח],4.4,02/11/2024,02/11/2024 11:39,02/11/2024 11:40,11,1730547000,2024,2819,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,14300,TRUE,TRUE,FALSE
1285,רוש פרמצבטיקה עיניים (יוני 2023),קשת 12,02/11/2024,11:40:35,31,פרסומת,ספוט,4,6,[גלית ואילנית - עונה 2 ש.ח],4.5,02/11/2024,02/11/2024 11:40,02/11/2024 11:41,11,1730547000,רוש,2819,5,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,8718.75,TRUE,TRUE,FALSE
1286,2024-10 - קומי כרטיסים,קשת 12,02/11/2024,11:41:06,28,פרסומת,ספוט,5,6,[גלית ואילנית - עונה 2 ש.ח],4.5,02/11/2024,02/11/2024 11:41,02/11/2024 11:41,11,1730547000,2024,2819,6,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,7875,TRUE,TRUE,FALSE
1287,2024-10 - צ׳רי - צ'רי — חשמלית סנס,קשת 12,02/11/2024,11:41:34,28,פרסומת,ספוט,99,6,[גלית ואילנית - עונה 2 ש.ח],4.5,02/11/2024,02/11/2024 11:41,02/11/2024 11:42,11,1730547000,2024,2819,7,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,7875,TRUE,TRUE,FALSE
1288,פ-חדשות סוף השבוע,קשת 12,02/11/2024,11:42:07,32,פרומו,פרומו,0,0,[גלית ואילנית - עונה 2 ש.ח],4.5,02/11/2024,02/11/2024 11:42,02/11/2024 11:42,11,1730547000,פ,2819,8,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,9000,TRUE,TRUE,FALSE
1289,פ-הכוכב הבא 11,קשת 12,02/11/2024,12:06:04,60,פרומו,פרומו,0,0,[חדשות 12 - מבזק] * [גלית ואילנית - עונה 2 ש.ח],4.4,02/11/2024,02/11/2024 12:06,02/11/2024 12:07,12,1730548800,פ,2820,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,15840,TRUE,TRUE,FALSE
1290,דיור ביי דיזיין (יולי 2021),קשת 12,02/11/2024,12:07:08,6,חסות,ספוט,0,0,[חדשות 12 - מבזק] * [גלית ואילנית - עונה 2 ש.ח],3.9,02/11/2024,02/11/2024 12:07,02/11/2024 12:07,12,1730548800,דיור,2820,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,1287,TRUE,TRUE,FALSE
1291,חסות-בית חולים שיבא יולדות חדר חכם (מאי 2024),קשת 12,02/11/2024,12:07:18,6,חסות,ספוט,0,0,[חדשות 12 - מבזק] * [גלית ואילנית - עונה 2 ש.ח],3.9,02/11/2024,02/11/2024 12:07,02/11/2024 12:07,12,1730548800,חסות,2820,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,1228.5,TRUE,TRUE,FALSE
1292,חסות-בית חולים שיבא יולדות חדר חכם (מאי 2024),קשת 12,02/11/2024,12:07:24,6,חסות,ספוט,0,0,[חדשות 12 - מבזק] * [גלית ואילנית - עונה 2 ש.ח],3.9,02/11/2024,02/11/2024 12:07,02/11/2024 12:07,12,1730548800,חסות,2820,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,1462.5,TRUE,TRUE,FALSE
1293,חסות-בית חולים שיבא יולדות חדר חכם (מאי 2024),קשת 12,02/11/2024,12:08:29,6,חסות,ספוט,0,0,[חדשות 12 - מבזק] * [גלית ואילנית - עונה 2 ש.ח],3.9,02/11/2024,02/11/2024 12:08,02/11/2024 12:08,12,1730548800,חסות,2821,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,1404,TRUE,TRUE,FALSE
1294,חסות-בית חולים שיבא יולדות חדר חכם (מאי 2024),קשת 12,02/11/2024,12:08:35,6,חסות,ספוט,0,0,[חדשות 12 - מבזק] * [גלית ואילנית - עונה 2 ש.ח],3.9,02/11/2024,02/11/2024 12:08,02/11/2024 12:08,12,1730548800,חסות,2821,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,1287,TRUE,TRUE,FALSE
1295,2024-02 - אול'גובס - אולג'ובס — קמפיין מחפשי עבודה - פברואר,קשת 12,02/11/2024,12:08:49,24,פרסומת,ספוט,1,8,[חדשות 12 - מבזק] * [גלית ואילנית - עונה 2 ש.ח],3.9,02/11/2024,02/11/2024 12:08,02/11/2024 12:09,12,1730548800,2024,2821,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,4914,TRUE,TRUE,FALSE
1296,2024-10 - כאל — כאל - קמפיין הלוואות נובמבר 24,קשת 12,02/11/2024,12:09:13,24,פרסומת,ספוט,2,8,[חדשות 12 - מבזק] * [גלית ואילנית - עונה 2 ש.ח],4.1,02/11/2024,02/11/2024 12:09,02/11/2024 12:09,12,1730548800,2024,2821,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,6150,TRUE,TRUE,FALSE
1297,2024-10 - צ׳רי - צ'רי — חשמלית סנס,קשת 12,02/11/2024,12:09:37,28,פרסומת,ספוט,3,8,[חדשות 12 - מבזק] * [גלית ואילנית - עונה 2 ש.ח],4.1,02/11/2024,02/11/2024 12:09,02/11/2024 12:10,12,1730548800,2024,2821,5,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,7175,TRUE,TRUE,FALSE
1298,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,12:10:05,26,פרסומת,ספוט,4,8,[חדשות 12 - מבזק] * [גלית ואילנית - עונה 2 ש.ח],3.9,02/11/2024,02/11/2024 12:10,02/11/2024 12:10,12,1730548800,מאקו,2821,6,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,6337.5,TRUE,TRUE,FALSE
1299,2024-10 - פרי טיוי — מוקדנית 2,קשת 12,02/11/2024,12:10:31,55,פרסומת,ספוט,5,8,[חדשות 12 - מבזק] * [גלית ואילנית - עונה 2 ש.ח],3.9,02/11/2024,02/11/2024 12:10,02/11/2024 12:11,12,1730548800,2024,2821,7,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,13406.25,TRUE,TRUE,FALSE
1300,מאקו V1 (יוני 2024),קשת 12,02/11/2024,12:11:26,30,פרסומת,ספוט,6,8,[חדשות 12 - מבזק] * [גלית ואילנית - עונה 2 ש.ח],3.9,02/11/2024,02/11/2024 12:11,02/11/2024 12:11,12,1730548800,מאקו,2821,8,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,7312.5,TRUE,TRUE,FALSE
1301,2024-07 - שסטוביץ' - ריו מרה — ריו מרה אינסלטיסמה,קשת 12,02/11/2024,12:11:56,15,פרסומת,ספוט,7,8,[חדשות 12 - מבזק] * [גלית ואילנית - עונה 2 ש.ח],3.9,02/11/2024,02/11/2024 12:11,02/11/2024 12:12,12,1730548800,2024,2821,9,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,3656.25,TRUE,TRUE,FALSE
1302,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,12:12:11,12,פרסומת,ספוט,99,8,[חדשות 12 - מבזק] * [גלית ואילנית - עונה 2 ש.ח],3.9,02/11/2024,02/11/2024 12:12,02/11/2024 12:12,12,1730548800,מאקו,2821,10,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,2925,TRUE,TRUE,FALSE
1303,פ-חדשות סוף השבוע,קשת 12,02/11/2024,12:12:28,32,פרומו,פרומו,0,0,[חדשות 12 - מבזק] * [גלית ואילנית - עונה 2 ש.ח],3.9,02/11/2024,02/11/2024 12:12,02/11/2024 12:13,12,1730548800,פ,2821,11,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,7800,TRUE,TRUE,FALSE
